"Species","Tissue","Cell Type","Cancer","Cell Marker","Source","Supported Sources","Details"
"Human","Periodontal ligament","Mesenchymal stem cell","Normal","CD146, STRO-1","Experiment","1","more details"
"Human","Periodontal ligament","Mesenchymal stem cell","Normal","CD271","Experiment","1","more details"
"Human","Periodontal ligament","Mesenchymal stem cell","Normal","STRO-1","Experiment","1","more details"
"Human","Periodontal ligament","Periodontal ligament stem cell","Normal","CD31, CD34, CD45","Experiment","1","more details"
"Human","Periodontal ligament","Periodontal stem cell","Normal","SSEA-4, STRO-1","Experiment","1","more details"
"Human","Periodontal ligament","Stem cell","Normal","CD105, CD146, CD29, CD90, STRO-1","Experiment","1","more details"
"Human","Periodontal ligament","Stem cell","Normal","CD105, CD146, CD31, CD45, CD90","Experiment","1","more details"
"Human","Periodontal ligament","Stem cell","Normal","CD105, CD146, STRO-1","Experiment","1","more details"
"Human","Periodontal ligament","Stem cell","Normal","CD140a, CD146, CD271, CD51, STRO-1","Experiment","1","more details"
"Human","Periodontal ligament","Stem cell","Normal","CD146, CD166, CD44, CD73, CD90","Experiment","1","more details"
"Human","Periodontal ligament","Stem cell","Normal","CD146, CD44, STRO-1","Experiment","1","more details"
"Human","Periodontal ligament","Stem cell","Normal","CD44, CD73, CD90","Experiment","1","more details"
"Human","Periodontal ligament","Stem cell","Normal","CD44, CD90, Vimentin","Experiment","1","more details"
"Human","Periodontal ligament","Stem cell","Normal","E-cadherin, NANOG, OCT3/4","Experiment","1","more details"
"Human","Periodontal ligament","Stem cell","Normal","KLF4, NANOG, OCT3/4, SOX2","Experiment","1","more details"
"Human","Periodontal ligament","Stem cell","Normal","Musashi-1, Nestin, OCT3/4, SOX2","Experiment","1","more details"
"Human","Periodontal ligament","Stem cell","Normal","SSEA-4, STRO-1","Experiment","1","more details"
"Human","Periodontal ligament","Stem cell","Normal","STRO-1","Experiment","1","more details"
"Human","Periodontal ligament","Stromal stem cell","Normal","STRO-1","Experiment","1","more details"
"Human","Periosteum","Mesenchymal stem cell","Normal","CD166, CD73, CD90","Experiment","1","more details"
"Human","Periosteum","Periosteum-derived progenitor cell","Normal","CD166, CD45, CD9, CD90","Experiment","1","more details"
"Human","Peripheral blood","Myeloid stem cell","Acute Myeloid Leukemia","human myeloid inhibitory C-lectin","Experiment","1","more details"
"Human","Peripheral blood","Cancer stem cell","Gastric Cancer","EpCAM","Experiment","1","more details"
"Human","Peripheral blood","Endothelial cell","Gastric Cancer","CD133, CD31, CD34, CD45","Experiment","1","more details"
"Human","Peripheral blood","Endothelial progenitor cell","Gastric Cancer","CD133, CD31, CD34, CD45","Experiment","1","more details"
"Human","Peripheral blood","Cancer stem cell","Leukemia","IL1RAP","Experiment","1","more details"
"Human","Peripheral blood","Abnormal plasma cell","Multiple Myeloma","CD138, CD38, CD56","Experiment","1","more details"
"Human","Peripheral blood","Plasma cell","Multiple Myeloma","CD138, CD19, CD38","Experiment","1","more details"
"Human","Peripheral blood","Plasma cell","Multiple Myeloma","CD19, CD38","Experiment","1","more details"
"Human","Peripheral blood","Plasma cell","Multiple Myeloma","CD38","Experiment","1","more details"
"Human","Peripheral blood","T cell","Non-small Cell Lung Cancer","CD3","Experiment","1","more details"
"Human","Peripheral blood","Activated B cell","Normal","CD5","Experiment","1","more details"
"Human","Peripheral blood","Activated B cell","Normal","TAGLN2","Experiment","1","more details"
"Human","Peripheral blood","B cell","Normal","CD19, CD20, CD21, CD24, CD27, CD38, CD45, CD5, IgD, IgM","Experiment","1","more details"
"Human","Peripheral blood","B cell","Normal","CD19, CD27, CD38, CD45, IgD, ZAP70","Experiment","1","more details"
"Human","Peripheral blood","B cell","Normal","CD19, CD27, IgM","Experiment","1","more details"
"Human","Peripheral blood","B cell","Normal","CD74","Experiment","1","more details"
"Human","Peripheral blood","B cell","Normal","Leu-12","Experiment","1","more details"
"Human","Peripheral blood","Basophil","Normal","CD203c, CD63, CD69","Experiment","1","more details"
"Human","Peripheral blood","CD16+ dendritic cell","Normal","CD11b, CD11c, CD123, CD14, CD15, CD16, CD33, CD66b, HLA-DR","Experiment","1","more details"
"Human","Peripheral blood","CD4-CD28- T cell","Normal","BCL2, CD18, CD25, CD30, CD45RA, CD57, CD95, Perforin","Experiment","1","more details"
"Human","Peripheral blood","CD4-CD28+ T cell","Normal","BCL2, CD18, CD25, CD30, CD45RA, CD57, CD95, Perforin","Experiment","1","more details"
"Human","Peripheral blood","CD4+ T cell","Normal","CD4, LTB","Experiment","1","more details"
"Human","Peripheral blood","CD4+ T cell","Normal","GLUT1","Experiment","1","more details"
"Human","Peripheral blood","CD8+ T cell","Normal","CD3D, CD8, NKG7","Experiment","1","more details"
"Human","Peripheral blood","Central memory T cell","Normal","CD27, CD4, CD45RA, CD62L, CD8","Experiment","1","more details"
"Human","Peripheral blood","Circulating fetal cell","Normal","CD71","Experiment","1","more details"
"Human","Peripheral blood","Circulating precursor cell","Normal","CD133, CD34, CD45","Experiment","1","more details"
"Human","Peripheral blood","Circulating progenitor cell","Normal","ALDH, CD133, CD14, CD146, CD34","Experiment","1","more details"
"Human","Peripheral blood","Class-switched memory B cell","Normal","CD19, CD27, IgD","Experiment","1","more details"
"Human","Peripheral blood","Classical monocyte","Normal","CD11b, CD11c, CD123, CD14, CD15, CD16, CD33, CD66b, HLA-DR","Experiment","1","more details"
"Human","Peripheral blood","Cytotoxic T cell","Normal","CD11b, CD8","Experiment","1","more details"
"Human","Peripheral blood","Cytotoxic T cell","Normal","Leu-2a","Experiment","1","more details"
"Human","Peripheral blood","Dendritic cell","Normal","CD11c","Experiment","1","more details"
"Human","Peripheral blood","Dendritic cell","Normal","CD80, CD86","Experiment","1","more details"
"Human","Peripheral blood","Dendritic cell","Normal","CD83, CD86, MHC class II","Experiment","1","more details"
"Human","Peripheral blood","Dendritic cell","Normal","CD83","Experiment","1","more details"
"Human","Peripheral blood","Double-negative B cell","Normal","CD19, CD27, IgD","Experiment","1","more details"
"Human","Peripheral blood","Double-negative memory B cell","Normal","CD19, CD27, IgD","Experiment","1","more details"
"Human","Peripheral blood","Effector memory T cell","Normal","CD27, CD4, CD45RA, CD62L, CD8","Experiment","1","more details"
"Human","Peripheral blood","Effector T cell","Normal","CD27, CD4, CD45RA, CD62L, CD8","Experiment","1","more details"
"Human","Peripheral blood","Endothelial cell","Normal","CD133, CD144, CD34, CD45","Experiment","1","more details"
"Human","Peripheral blood","Endothelial precursor cell","Normal","CD31, KDR","Experiment","1","more details"
"Human","Peripheral blood","Endothelial progenitor cell","Normal","CD133, CD34, VEGFR-2","Experiment","1","more details"
"Human","Peripheral blood","Endothelial progenitor cell","Normal","CD34, CD45, VEGFR-2","Experiment","1","more details"
"Human","Peripheral blood","Eosinophil","Normal","CD11b, CD11c, CD123, CD14, CD15, CD16, CD33, CD66b, HLA-DR","Experiment","1","more details"
"Human","Peripheral blood","Eosinophil","Normal","CD11b, CD69, IL-13, IL-4, IL-5, IL-8","Experiment","1","more details"
"Human","Peripheral blood","Eosinophil","Normal","IL-3R-alpha, IL-5R-alpha","Experiment","1","more details"
"Human","Peripheral blood","Granulocyte","Normal","CCR3, CD14, CD15, CD16, CD203c, CD44, CD45, CD49d, CD63, CD66b","Experiment","1","more details"
"Human","Peripheral blood","Granulocyte","Normal","CD11b, CD11c, CD123, CD14, CD15, CD16, CD33, CD66b, HLA-DR","Experiment","1","more details"
"Human","Peripheral blood","Granulocyte","Normal","CD15","Experiment","1","more details"
"Human","Peripheral blood","Hematopoietic stem cell","Normal","CD34","Experiment","1","more details"
"Human","Peripheral blood","IL-17Ralpha T cell","Normal","CD127, CD3","Experiment","1","more details"
"Human","Peripheral blood","Immature myeloid cell","Normal","CD11b, CD11c, CD123, CD14, CD15, CD16, CD33, CD66b, HLA-DR","Experiment","1","more details"
"Human","Peripheral blood","Induced regulatory T (Treg) cell","Normal","CD127, CD25, CD4, FOXP3","Experiment","1","more details"
"Human","Peripheral blood","Intermediate monocyte","Normal","CD11b, CD11c, CD123, CD14, CD15, CD16, CD33, CD66b, HLA-DR","Experiment","1","more details"
"Human","Peripheral blood","Large granular lymphocyte","Normal","HNK1","Experiment","1","more details"
"Human","Peripheral blood","Leukocyte","Normal","Ly-9","Experiment","1","more details"
"Human","Peripheral blood","Lymphocyte","Normal","SIG","Experiment","1","more details"
"Human","Peripheral blood","Lymphoid cell","Normal","CD19","Experiment","1","more details"
"Human","Peripheral blood","Lymphoid cell","Normal","CD56","Experiment","1","more details"
"Human","Peripheral blood","Lymphoid stem cell","Normal","HPRT1","Experiment","1","more details"
"Human","Peripheral blood","M2 macrophage","Normal","CD14, CD163","Experiment","1","more details"
"Human","Peripheral blood","Macrophage","Normal","CD14","Experiment","1","more details"
"Human","Peripheral blood","Macrophage","Normal","LYZ","Experiment","1","more details"
"Human","Peripheral blood","Megakaryocyte","Normal","CD34, CD41a, CD61","Experiment","1","more details"
"Human","Peripheral blood","Megakaryocyte","Normal","CD41a, CD42a","Experiment","1","more details"
"Human","Peripheral blood","Megakaryocyte","Normal","PF4","Experiment","1","more details"
"Human","Peripheral blood","Memory B cell","Normal","CD27","Experiment","1","more details"
"Human","Peripheral blood","Memory T cell","Normal","CD3, CD45RO","Experiment","1","more details"
"Human","Peripheral blood","Mesenchymal stem cell","Normal","CD105, CD29, CD34","Experiment","1","more details"
"Human","Peripheral blood","Monocyte derived dendritic cell","Normal","CD11b, CD11c, CD123, CD14, CD15, CD16, CD33, CD66b, HLA-DR","Experiment","1","more details"
"Human","Peripheral blood","Monocyte","Normal","B7H1, CD14, CD142, CD16, CD32, CD40, CD45, CD64, CD80, CD86, HLA-DR, PD-1, TNFR2","Experiment","1","more details"
"Human","Peripheral blood","Monocyte","Normal","CCR7, CD3, CD4, CD45RA, CD62L, CD8, TCRvalpha24, TCRvbeta11","Experiment","1","more details"
"Human","Peripheral blood","Monocyte","Normal","CD117, CD158a, CD158b, CD16, CD161, CD3, CD49a, CD49b, CD56, CD57, CXCR6, NKG2C, NKp46","Experiment","1","more details"
"Human","Peripheral blood","Monocyte","Normal","CD11b, CD16, CD19, CD2, CD3, CD56, CD94, NKG2A","Experiment","1","more details"
"Human","Peripheral blood","Monocyte","Normal","CD126, CD138, CD19, CD20, CD203c, CD22, CD27, CD38","Experiment","1","more details"
"Human","Peripheral blood","Monocyte","Normal","CD14, CD19, CD20, CD27, CD3, CD38, IgA, IgG","Experiment","1","more details"
"Human","Peripheral blood","Monocyte","Normal","CD16, CD56","Experiment","1","more details"
"Human","Peripheral blood","Myeloid-derived suppressor cell","Normal","CD11b, CD11c, CD14, CD1d, CD220, CD226, CD24, CD244, CD328, CD33, CD39, CD42b, CD46, CD49a, CD49d, CD49e, CD49f, CD52, CD53, CD54, CD56, CD62L, CD62P, CD66a, CD66c, CD66e, CD69, CD71, CD81, CD84, CD85d, CD85h, CD85j, CD85k","Experiment","1","more details"
"Human","Peripheral blood","Myeloid-derived suppressor cell","Normal","CD11b, CD33, CD39","Experiment","1","more details"
"Human","Peripheral blood","Myeloid cell","Normal","CD11b, CD11c, CD123, CD15, CD16, CD33, CD45, CD66b, HLA-DR, LIN2","Experiment","1","more details"
"Human","Peripheral blood","Myeloid cell","Normal","CD14","Experiment","1","more details"
"Human","Peripheral blood","Myeloid cell","Normal","CD15","Experiment","1","more details"
"Human","Peripheral blood","Naive B cell","Normal","CD19, CD27, CD38, IgD","Experiment","1","more details"
"Human","Peripheral blood","Naive B cell","Normal","CD19, CD27, IgD","Experiment","1","more details"
"Human","Peripheral blood","Naive T cell","Normal","CD27, CD4, CD45RA, CD62L, CD8","Experiment","1","more details"
"Human","Peripheral blood","Naive T cell","Normal","CD45RA","Experiment","1","more details"
"Human","Peripheral blood","Natural killer cell","Normal","CD16, CD3, CD45, CD56","Experiment","1","more details"
"Human","Peripheral blood","Natural killer cell","Normal","CD16, NKG2A, NKG2D","Experiment","1","more details"
"Human","Peripheral blood","Natural killer cell","Normal","CD3D, NKG7","Experiment","1","more details"
"Human","Peripheral blood","Natural killer cell","Normal","CD49a, CXCR6","Experiment","1","more details"
"Human","Peripheral blood","Neutrophil","Normal","CD11b, CD11c, CD123, CD14, CD15, CD16, CD33, CD66b, HLA-DR","Experiment","1","more details"
"Human","Peripheral blood","Neutrophil","Normal","CD15","Experiment","1","more details"
"Human","Peripheral blood","Neutrophil","Normal","FMLP, GP110","Experiment","1","more details"
"Human","Peripheral blood","Non-classical monocyte","Normal","CD11b, CD11c, CD123, CD14, CD15, CD16, CD33, CD66b, HLA-DR","Experiment","1","more details"
"Human","Peripheral blood","Plasma cell","Normal","CD117","Experiment","1","more details"
"Human","Peripheral blood","Plasma cell","Normal","CD19, CD27, CD38, IgD","Experiment","1","more details"
"Human","Peripheral blood","Plasma cell","Normal","CD229, CD319, CD54","Experiment","1","more details"
"Human","Peripheral blood","Plasma cell","Normal","CD27","Experiment","1","more details"
"Human","Peripheral blood","Plasmablast","Normal","CD19, CD24, CD38","Experiment","1","more details"
"Human","Peripheral blood","Platelet","Normal","CD41","Experiment","1","more details"
"Human","Peripheral blood","Regulatory B cell","Normal","CD19, CD1d","Experiment","1","more details"
"Human","Peripheral blood","Regulatory T (Treg) cell","Normal","CD101, CD25, CD4","Experiment","1","more details"
"Human","Peripheral blood","Regulatory T (Treg) cell","Normal","CD122","Experiment","1","more details"
"Human","Peripheral blood","Regulatory T (Treg) cell","Normal","CD25, CD3, CD4, FOXP3","Experiment","1","more details"
"Human","Peripheral blood","Regulatory T (Treg) cell","Normal","CD25, CD4, FOXP3","Experiment","1","more details"
"Human","Peripheral blood","Regulatory T (Treg) cell","Normal","FCRL3, TIGIT","Experiment","1","more details"
"Human","Peripheral blood","Responder T cell","Normal","CD101, CD25, CD4","Experiment","1","more details"
"Human","Peripheral blood","Suppressive monocyte","Normal","CD11b, CD11c, CD123, CD14, CD15, CD16, CD33, CD66b, HLA-DR","Experiment","1","more details"
"Human","Peripheral blood","Suppressor T cell","Normal","CD11b, CD4, CD62L, CD8","Experiment","1","more details"
"Human","Peripheral blood","Suppressor T cell","Normal","Leu-2a","Experiment","1","more details"
"Human","Peripheral blood","Switched memory B cell","Normal","CD19, CD27, IgD","Experiment","1","more details"
"Human","Peripheral blood","T cell","Normal","CCR7, CD127, CD25, CD27, CD272, CD28, CD3, CD4, CD45RA, CD45RO, CD62L, CD8, CTLA4, PD-1, TIM3","Experiment","1","more details"
"Human","Peripheral blood","T cell","Normal","CD3","Experiment","1","more details"
"Human","Peripheral blood","T helper cell","Normal","CD3, CD4","Experiment","1","more details"
"Human","Peripheral blood","T helper cell","Normal","CD4, CD62L","Experiment","1","more details"
"Human","Peripheral blood","T helper cell","Normal","Leu-3a","Experiment","1","more details"
